filename	movieDataSize
E98346D12F3FCA1BC04BC5D535131770B89B28FB8239081F18CD0C8BE8916530	52225776
F3628FB9DDA2365801DBFA5E665FC6978D170A7ABF8B3A9D919B55F2C21A3822	67541677
FFE80183CFA700E5CB4533BA9233D14293BF91A9C9FDBF121E0E35881C28B30D	3141587
289E753B8B6A1614637F6A3DA268ADB7C70A4F9C5606BD0223329A6D0BE74170	7697325
839B9514871BCBFA4DFFD87C67A9FDF3C9546914BD1DFE1FD833937583058C10	4274071
91C87BB125493E1041AAC66992F1D8DC38266146B7C831BF0E79E867BB92BE0B	1204836
C0F91A10BA69AEEC78BECAE55306291512907AF4DBB72C30F25495EF05ED2342	3554913
C4833B1452F60F2AD5A220F5A008E85C8BD0DBCF786C2DE1DBD83853018372CB	4274071
C870FD99B74E72C0A60F7DF218B1455D09A0772746F925E98BC1A12DAFBB709D	1129511
D0F6366656CCEBDD3AC24EE48C8CA5834415CB362BA44C4B2DFE40FCE32B324C	2103971
F414A4E0204BFB4EC483C187890DD1812A37D68C9507579E1D36EAD1180ECC60	2362059
073CB0C104E3D3E8DF5D8D8E2EBC496B9B229F22AD43C98A866BB2B6614BDC36	12782861
09E120324315413F509DC3A8FA946FDA21BFE6A0AA35E0832B9D43DEF74683C3	2515048
278017F50F2BE043A15E02137581A64F4F8DB3A853BB5DEA8F5B49CAD1CA3B86	6562539
3002FD8433A543FD8C2DA6BD9EE4EF5F56D65E107584BE49872D1666B6EF8309	12299321
43E806BAAF81C644960DD516E6E71C8463DA24544585B4878425C8E30733AC36	13019985
50C1A6AD89BA9EB44324564104C6D11F95010DE629A9624C0747E0273429CFEC	7848603
5318DA65D9DFB7ECC57C3E0246D96D4056F59FD3B42BDC7F59692BA9C350B097	2406029
5FCA4630D007D84C680ABCC54EA9AFF11173B8FC027F40312C124BC470D060F4	4561755
6159C6B7BE9269037B1F5CEE91863831E217C610377D1967BCEEE88654F7FA18	495236258
8C50685A1E0ABBCB5ABC7B6192DC92F047048F4DCEF7F1B58973162872958F35	6562539
8FF6127FA109388E8F74CECD4B4F53D6BF76B537C24D73AFBDEDD32F964305C1	4561755
99F87EC732AA7E52D41F975741FC0F58E93AC11B31BA683860D919ECE026B90D	3260439
9FB912566E83EF62196BAF6CB30ADF1A690E8B7710B44B029FCA1ABBC7B144C8	905546
AD76C0FFCCF32B5D3ABD7EDE1B7644E2162144B8EA765B14CC5092CDF4658A12	13019985
B6498FB3443FDDFD0414BE670D61731D369EF376625995D3F5A8B28B9A2E4354	5460318
D20A8F53470FE278EA51A576BAFC460B6CA9437BEBF31764BED93811A01773F4	12537022
E0A186EFB03C8C70D2B2F000F109591E89355A2804F6AD0840079F66F357756F	4918794
C221E484C7D23F175994479A741B4C16C8B20217BB674C898A77653859A48244	18649555
EF27A731BCA4C160012EF018F9FA82FAE7E077063F9BB6D752FEE4C589D4ABA8	42457781
0269F0B64E6D98485AD8771794301E615A36CCBEF13A88EE542E9CE9B853BAA6	15788113
05828ED3A636004798A971FD134E81AE039EEBA763BFED73DFBFC794D7189FC7	12791692
05BE042B5136BD4ABD7E0ED2CF596D28950F3015DCF7A23D286E8F411D9788CB	20067408
05CBDBCA33D3E6A2201A75103A16BE88CA86B0E7ADBC22B4B72DA3495206F36F	8318562
09658BBF684529DD4B582C8CDA0D958DCD09034C8787337011B2C5581E3E15B7	15988977
15CF29291DDA50A38A4E295C5302AED866A618CC161BE12D7B12C857391F9BAD	10043441
178D82BD17B2BCD5D12E2F6AD35773122A3658D6E0B639CFABB0ACFA4809512E	12151946
210B430BEF0994AC0FD42AC3DAC431435B1CEDA89EC7958F81D2D5392CD89CE5	13278486
2416F360C1AD382D7D85DD5B4DC12FA779E5AF907B0807878D9653DB67D5E4F3	14243476
25E512E61876B435B6907B7BF6014DAA361F84A05DCA20E73FB21DC263712420	9907086
328DDAEF5684387F897E42BE7A858EE7685B2DA75E2B63505708E4DF865B0EE1	10920407
32C4DB62761C5115F863E203F1CBAEEFF448C52D16AD5FDD811327425212A9F7	6551991
4C5E5FDDDAADEC116CF72C7915C8E2D1848A17F2F794F06BC39C3DCB9A9F6491	5334198
555C49F722B67C2EA34D2325A5EECF5077F677E73DBE705ADD244E32060AEBA6	24093060
565D85A28EA5D1F8C046FE422998DA65049372E17A3726F0B17F4E56589A95A4	14242593
5989E36D908A44A62930FADE5DB4A20DE50A3DE69EB18359116506A5B809F213	17246689
5B8519F6E95E2D7EABB67F1D43A29C167171BF29774D0EB8B94D2BA30EF98F54	27134770
5D874F6C7A4C2430E198497A20E1D3E315EACB3328F415E9EF175A1F356114EB	14344343
926FC2FC1F9AF3D1DEDDDEBB22C85D5B9E24FB89B6441EB3EDD6BF76EE28471F	14781105
9E59A16A1CC7BAFD3A859D504F051F82CC81D72CA89A2B13607BF1AA8DF5AA80	35504190
9FAA5041C366A7F3A2ACB4F25CD45667C309E7F3890F5F689E16975965992ED4	6112310
B1C0B3DCDE4A064274B64C055F8D2DBC96D13F912FE3437E0832617504305BD8	7090237
B90D2C4396626797FDF58F9BA3E374F7CF57B5E1D2D71469A726D20D99822FD1	15524961
BF112DA83DB5C26A4EF3B384894BB2D9B26195B8B999E3E833A7715AD7DD545A	27908006
C96C89550A6629C524F5FE80D9139997AD315EDE9C76D093F0C75C31B5FBFF89	26091404
CF3C3B37C51573A5836E4C358F861C704CCA7962FE7B259409C44D5EEF625C93	5057585
D885A6E397A33C5650F91F8CF29306AD60C95A1076975685DA10D12B8557DCD3	36698766
D932C9E43BF877C0A2C129E5805944B743C1B2AA78A8CB4F5B231AA7258EFE97	29907051
DD0343482612472882B8CE07F136E0ECB1EA5CB18B299A28BF1AB0DC33CB14D3	14552108
F3311AF731C5C12DEB3A67CC34404CFF7CEE8D847BBF30885590C9563BFC1D2C	7781753
FBFB4AD663F4492A8EF6F4CF1DAC76F5A49672A2B71E924AFBFF051E658E77C1	13914513
10860434A2F5AFCCB4449658480C9F8DA233652995A6C7D9B9C664B3ADB92C0E	86878832
2787296DD5DE9E12902F63F1230D6B1D2F870D12A3FA3628EE209EF599355385	210731367
37F0A6EE2D4C6D8BCA0374E91D7CDF6C073C521E6BB9BBEA2D74374D1DC4CDCB	1267361
38E6E248A63C76D90EB74C53CBF702F9E24B4EFE8C559F5ECF45876A99251755	191284402
78118ABAA0783FA0DEDEE3C0341F143D21B08A1DBE439CBBE4F9F51631AE3EB0	16578971
B3FA1B4E309C13AE4676D25FE2051BA70C82DE0FB6424FACF6145F66797783E6	120207462
C3597F9373013947067FD42A214880EB9308C0773015FB0844D9B494A892EF50	15940039
E93FE630376EC035D85F894F67E0D4AE9C1B2E5859BCF336B56C3780DFC36A7F	20452067
1977D1E1CA94AEFD239ABFE07D699442ED5DC109E386A2F7DB2DA5C227E274C4	2044865
7D0718D67AFF41940866E4DB49876A030C065DFA1F26A1726E85CEEBB3263458	1428293
F28D020744586A771287E483523D3E03BCDCE0899B040CBDF1118A5F7399ECE1	1834982
1C418B27447CAE49FC1E95902C48092577320B05EF863329032480820C8994C6	1238308
9355EDE5B408D98DA7E09292C871BFF8F36D35CBABF3018382183F21373FABA8	4794068
9919221F079EADADEC6AC1C0385190759AB8111ADA3DF72356D0DD71BE38E1B4	190047166
9E0E181813EBBF4C934D7249C5EE6022C27BD53947B03D9E3B121AA99512A473	4829802
B7EA737F027163646A508301A39639798ECE081D050DF45839C3437BD23CD0EA	4863125
BD452D31EAF867873919DD4322BA8FE4685E8C2DEC03D4D68E44794A89310613	377968861
E57559F3A0E7F209877046FF728A3B6937D4C7161B569722AC34023FA92858E1	4779496
04E1C1B119A91B5FAE6CEFEEB71686A3EA4B7F929177C38081752695D3248909	2394200
2A479DDA500E565824F6ECD6416240AC10613BAD4F550FA27F4B63D14F81B763	6939160
005B5939C945E1F2CFC933D0015454A24DDC954EE189ECD39A5749A7AEA9731C	585904953
1EDA9E1A64580351E960976584A079ADCC4B93733C0FAA5E8AD895B2F95F388D	276797046
21467DB8B19AA2E51588C816C0B5BD48B4E8F8324DF479879F2FF40CEDE32A4B	227281678
463E3514875E0974FE61A45C6F788A47EF77FE4824D8AD7CAA37EB1B08196F0C	436700661
5CC94FEB5550F445621507A392312C653B4702588718C1E51A47EA7D386DD4E7	199011350
67C626B3C5F4E82D8F95D97DCC45C6A6269DFC3E35B48B354CDA03096402B91A	154245177
7A06F482D04A92E7B4F073E3F34D385EA7ACD0DC84F8F5D332966EA7B7E40A0C	229442154
A51A71824F48EF0B7EB4303FE5D8BF126FB60431FFE84D81AB7B15878B4D8112	605910868
5A51C0A2242D876A2222BFFDA236B062FFF933868B341C9B30717FCD00D1BB2F	2027345
5C3958FC944B2196478A00D4AC4D4AC5018F75624990D82B6B3189D1103D3510	1911426
90036A75C8849A6DC6D8C40537CFF196016D73A769711BDC5BB450012CAE7B5D	265522
555BC96B77CA5395E91283DE092061AD6030993398581321B868FDD3E9B4CE2D	6945704
3EED9F82575A0A8EFC48EE13B89AC924DEB26511DF74496EAF54B5B125F805C9	6921202
53C9A1003093601ED59BE2F0F9D7889ACA008897FB661D5273F2E8E6923B1481	6591494
FE1ABC1870F75DCAFAC67170CF0AB3251C8D694E35FB639BE26B625C1AC93BB6	6608412
00371EB472944B0AA9AC0D3EE9C9524EE5BD9CF9D0A59788C30316D8283A14DA	2063221
00DFCD8305C6BAFC670DDA2176189CACD44693EA972EE4B6258D87725E83E99E	22774296
022B7FBA3BB23E224A6D63097781D57B50EBCD641B4395A3F43FEC46AC36D324	3499427
0291BA00BFC1FA53309DAD42100F1254EEEBC9119ABABD44A61269B6C57FF4F8	2681797
02E672CFE6F3155FF3A3163873AECAEAA55EBD40D44D9511B20374386F6AA0BA	84188405
03B0C22ACD403DAE4D390BEF97641AAFB95C2F9BB647DAD199437573385BF713	3186138
05AD262DD2D7C4CB71663CEE6F4F4157A0C4BE4F8FD090324079D1D19CA276D9	11791174
05B70A5EBF446EA7F8C45BBFE49F4DF9B2F35551E0563DAB21A7434DDEDC46B1	18363009
0746B45A78C8C145A77A56B6F0641B88FC3A4EC4A4513FD516A9AE4530C97624	6285902
07B73F75D0EB09897F18ACF007981EA0A7295D32890157481C3382887554A987	57769708
07D4156B48775F1DD075B95EEB51F0A6E731897BEC79351991DD4739234B19DC	2032605
08F167387A64F38B47F6C55741BF6D7D5E2D288D2C62EEE409D103668649408B	2463400
08F52284B92968F471A5E74754900A4AD3CE5B630BDEC323A9E7BBA1BCD8995A	19216458
0946B0C955197E68CE3EA0314BE01E6F6D8ACF3479C2333161729C24ECE22D02	2146760
0A90C67E158A05A507F710BAFF511FB2D60D1A10E9C59B4393FC7853FE53284B	42391487
0DA9CEB806967209BFD91FBAC6CE93896401D926398084F780EE21B0A93E1EC1	17870066
0F26E40C9CE07C07612A4324906610C11DDE63B35BFEDDB689778C0D6586978B	4110514
0FBE5AF3BA41A03D39A063E5718564BD01211817DBA702074DBE86ADDEA27208	1663435
1057BB236098E20EC89D049A075FC46EEF04194F4179D49F531FB39406553B5B	10957431
10D51B4E5728CDEF4FAB3772262DA07FAA3EB218E47C5C4A9E801A50322A2F95	20256562
136D1D95CA563A4E3F506F4A49B77908567F2208F3EEA7CE9CA21A9BFA4777C3	16801580
155DB9C9A8E85EB70E70FB1FB7EE21F046945E269DE40B610C704FBF2AE2C96E	2278511
16D9243C0537BC09841CF3083C0992F1C37F5D66138CB161ED10DA62771EDA07	837000
16E6AB7D2EF9E6E8B9A557180160365EFD7C9E091F5FF3DD4CB36506D18E0F87	31570736
17C90884FA9432905E7D3D098B5314196BBFE6F2FA122FD3F4A5BEEBC9BC7BC2	9338496
18E303BC8F00BBBF972CAAA41D732E47EC134E851EE436F0EABFFC66BB58C4E9	19829976
1A4BE876584DC2BB23C62C43B3346500F6E05C811ED406E1013622ADC0D8C34F	52844009
1C5B792065BF661EC1AE167207C532EB3721DA58346730070D26E85F0921C5D4	9383505
1F026E4AB276E3E2B4463C62A040A88A491EA5F7411F5750A1241731292435AC	17092889
21450EC99C469ECFE447FD78FDF6BFC0BFC38B2CCD8251B5F9A369D4F08F2303	14003610
22321E5F769BA4F4549B42A1C186FD27C2F95D625AAAE2B296C908E1F28B4843	3028232
2291047A7B33817F8B7700F24CF0442D39AF0775C85492D590B3A25CF931777B	1441565
256CF197AC30F3534527C126211122E71E6D307E9617B5F83864409FAF010E8E	1670196
26BA0B97E757209BEA90E7DE328D461E8F66107FE2A12AD5DFD963DF409A3706	3736479
26F993F68791DEDEFA413142CA013AAAA9177C1740D73FBBF6CA3F3C74906957	1116202
287208D0B973F1E23F57FCA50B4F99B1051CB64A16F0611FAD3756CE196462E4	13762346
2AF04EE2062D23C4AADDC8FB5DFB69A5C48F6EB439187935A19E39241D9E7AFF	3818534
2DE673486349D83F710D124119FB66DD496E244EF03731CC828349C6AEAFE325	12189315
2E99572850AE4C386470198B22D499E797B579F2572A037716C810CE7CBFBF4A	31535890
2F03243B027022C7FD148C368D80C43B8786B25770EAA8CF3C9056DEFFD3931C	50011867
30A5E0461BB45DC29A4E37B4FFE5237B0B1BD7922D2CA7C06F2D5730181B2629	21820268
3114C33EA8845719CBD07E8A39F25BE46420CFD87DD891C6BE1363D62136E88D	7235692
345871DE301EB1C920085C6E961211E89D91CB3406137EE1CD35CBB2D6F4EC47	24274551
3490F34DCFA609CE65BF3328456BAF5F521841B39146804770DB055904E76D04	9645878
35DC331C54C61F856084DD0368EF1FF0DBC9D0DC91E0ECBCA2223BA9683D77BD	1847083
362D6850C5C06F4538215459991DB322AFF1C49C200BC86717BCBCDA299106CD	4595009
3772F076135CBBE5B654D51CB5577446E4A33992E1CD73D494A6D6137D96ED75	33789951
38242403B85E4ADA0FFECA87BE990E02C9C45A7DC51E582DCE8173904BF876F7	1203736
3A5BFD2985E9C53DD9A089A789B48919819FD45DC8E0CCD6ABA6BECBF68726C1	3035959
3AB8F50CE04B098A449A4846856DDFA062B343A49D310FC4CA3980514A76B4ED	11155685
3B59DEC656249AB1E3DA7C71227983D26C6C180614662A2ECED70CDEA5941D00	7592306
417ECF069F45EF6D22F2C0A4CCFF4F3C95CCE4835726183AA65D087D2F473947	21403251
44210F84B0D0AB9A83F26ACDA5D88B58F4A7662253D2104F733F3A4F980FCCD4	5792169
44B4405600AEBADB1543F5C1842E1D15BADE962040A5C85B643BB10AC05485F8	30658178
49F5F50D52B5DDEE97EE849C80F03D17854D55B153406FBC67AF7F8253C7B376	24121050
4A389AC238A84CEEE49E72FFC7EDD9ED8C00A3825AB98E44C4311882B0A9E281	1348713
4B82064614F19560ADE4F9963590FF066B5949A60BFF8A8AA3A924DAB51D404A	13164652
4C412D1A44A2D36C6D4888001FC87A990628965FBC4FAD6F120E0D1828BACBA0	8289542
4C8AE841BCBA8891229E112ED004D820A9151E5B355983C4688B89ADB910C375	26520658
4D1F273E0BD489B0EDCC0B7BD02BA10F070774BA04477EC97ECD30CBAF8A7212	29907336
4E9284752E42353D6C1008873C8B36A529968AD707E04D52DE843C2E4145EB00	1118662
5048D3F977FC5A9CE7799EF1DE62DC332FA938FFCFD1E3FE41CDE2D5EB64D5B4	18722142
51F41549F3AD04D553B4F05656EE28C51D566998AE040FD1519CF62C1FF5D112	15892791
5302B65B47A05A42D79EC5CCB89ACAD5CFF9ADDBA9D7F3FF3ED3B1D8E2FFECF8	864670
56E066962808BCA8B48380932A6DA91224AC199AE9A47567534FC787B24A6D43	5227084
5811B936D706932D65D65B844F8F64F052D8A5B3FBB965E8B939495F5124EA19	38086059
5859BEE97531CA9B1018E9CC88228C1B20CEAA1A7A5803DD761D7303CAE417F9	17268335
5B424B49A8AB1E058721D6F165DC29D3925569953E6EC1553C49857937E67618	30459624
5B8459C1C97D26B0A110788EEF7899DFA30993B201D80B3A0A8EFCD8DCFA9A98	45029015
5BCFD2F5C81AF6324CB39F26C638566CEC29A20499EA657C1EC7F842AE8A9D61	57935843
5F2A6118DFBEFFA577D8B2596C7B2DA3A8E3A96A0B886C4ABA58C3BB44620768	28401995
62C7DA2A3488A33F1D351D02646E525EE9317700D3411C65C8309ED11E241989	1482859
631D05CE29E9F3078860AF36C9232DE8994F36E9422680674C93006648E10AD2	12563312
648B7996100B63E2312686D9576DF402D348C48A385FA37A78AA754186C34FE6	2995158
6AC836F974192A06F2783CEF40B45290B52CD5360D42B866502B6321A6F805B5	1208943
6B640BCAA08EFC049100A204DF4631DC699B3007DFD18077E24A717ECBA161E4	8646307
6D17E05AF510A9AE3FDF815F1F6C3D86D855D2F6E4E72EE5D1A52B6103536520	3014684
705FEF56CD8C0043B3120D1FCB1731F5E7CBD8C3C693E5D2427E12BCEE0224D7	12760850
70C6F775EE8B91468D5574448BB790FE504749B7608C8F9ED0D3678498263F5B	3816577
72FF3B3B0AFD94F7DB21762AFCE9E464D5E67A335F7082D7F7D74E2482ABA8FE	3765794
771BAB120D23A1FFE74A86CE540174DC4936ED114CC0859FC5168F3BB2B27256	2641365
79D2732A6855427677133EC029F786C477A98C3768B6F85853770C68BDDB95D1	13046766
7C87F2EA13F67AF260D0FE65318DEB610859BC42B870ACDF076E54710D85BE01	1511154
7D736B3A4B80C221E9BC19B661F9DDF834E729A537E2EF754568BAEF2ABAB829	23864932
7EBC40EC7C0B25A17BDF5517E9875D4459B5AC4C757105F03E21B8F9ADBECB12	2773654
8154B63E3E00CA22D208EBF0551857050545C1063C9B44AAB7C895C907300A2C	16281511
843A804DC2C9BF2DAEAFD46E5BC9C76A4EE4574368CDCDF497D0575575409589	1383725
8528D3824A0F922777A8780D70E3D069B0A9F86B344B2CE6C84C566998CCF03F	9671221
855826F75AC870EB322F93E0339CD41DE8A67F434250292B98C54C6F44E8BEC4	39648908
855DD97DC88446E54C74B6D95FF3CE345ED19E0C793C17098DBED811784FCA80	4569694
8C501E847CBCD3A40FF0F562616F0205D43DE49F71E8431934CE57A8D6BCAF4C	37347492
8E9D1611FF3667CCA86218223B551142E0F013E637CFBCA111F85C95AB3227BD	1240945
8F554C5AADBF17DE83FB7BBC73F35D9EE743567E6D35FFD6E490575022B364E7	10947754
8F8A145A93B4EEE78633AAFBA24A31E1DF15ED5C5D396E89AF373B1E7EA6A7AD	55478429
8FB0BB2B5490CAC8E312C595297CB9C2388ED836D79BBCE3ABB64039C03EE8A3	29724675
8FBE04F8FB574A1D10D08A0E4D06930BAD074F3A5DB46F846322AB6F8E2F921A	1197775
90C6D63E69185310648B105D14ED28C8767556EA89140E65395341F086137846	28901033
911721965A5874261D0AF14156C9EE140E13946A9AF402182F393F85BC2B25A0	22278674
91D60779CB9AADC127818552A80A519C15B92C691988634322AD1C567C55B567	47471193
947E16B0D869D0AD64103B90B59FBEC325485625B247EBF1F05B0484EA639188	23334879
9800E8E2ACBBF4E81209CD6EE7ADD0CB3A5C49BCE9EA2B65246F62F1DDC05B9C	2165146
99697101EF8C1633E5142D8D9FD3CC2D8D29277081EF43A4AF841541B0496165	12079124
9AC4BFB30787C1DE66279E21D9DFA43F096E006ACA050357F82E2E4647259E71	10617671
9B371BD3DDDF52C1A9D9AD452C6BEFEF1013429E243CE536C35028B7CA696076	80352600
9DE5BF5BCF64F08A7CC136B36C0507E09288C2549978A416AB8EA10F9C5CDEB5	28404204
9EB4B5B54A4A035610D0F6ABB04C547FB0335EAE16FB84754F257595EBD4156C	26778270
A175F07EF05C8B533288545DAFBC55877A4F224D7422C75929EBED6C4CF3ADF8	3021807
A2B14F579ABCA68EE0FDD6D2FE57FB4FBB7DAC2D518567F3B4DD6AF2859841F5	31541861
A36A182BE86500605D32EA07ED0DC4F7E33BC7FF666E948289DAF6D75EB27BA6	2668051
A45ACDB4E554F0FE1238FEE2D0C0DF1F345F2084997A5FD84FFD4DE2BC92A56C	16521330
A54DD5E73037CB56655233D9458829C3A5A44A8E79A4F8BA9BD6581CC0C040F1	12921490
AF132CD62410E694B92DA34401FA69009EC501E788E246B9FFA05A8C69637D8D	1435331
B0290E0825A2059230C85243C1A878EDEB2C7A83C5486EBE4D404DA856CD9048	32675285
B02D95C430E80DC2D35101D495DF474F72A133DAB1B2F43F7792035CFB442663	15674634
B1911CDE0016A0F985CD857AF0AC8D939E38081818DC33912774DEC6D5AD7A2A	24956718
B28CCD501531D52751C6F4BD36EB5FE62557B4DCF0BE66CDAB7BE26FC0DCB32E	15585967
B2FE47A43367E0CECBD55EDA070C0D43D265A910B8DAD646113E97DC103BF6CD	45290307
B36662CC6C7ABE2C822E6AE4115A0FF2572EAA1740BD3FC5B85266774C674AD4	872733
B3AC358FAF26F3808047C9716A246E9E5AF856BD39B2AE2AD5AADB47CE8E0D4D	13970341
B438F34BE921C0308140F4B0803AAE9C37E4E1ED1FA6C34AE6541EA61629AFF3	56272165
B518E5F947E45A704F418435D0C5E882DAEE53195DA029C426A55736AF3A6D6B	11519436
B572AC517CA5F5C464A82988543060F7E6298F08C9B08B15062FD9B62F66E6C9	21449740
B5ECF8561618DB32E2E09116341D60B6FC665F468D4DA1406AC2130EB3EC4E95	2243197
B8D8B060BBA60001AC734313FA2749F8A90512FD9CF6A2F17295A7BC54DF70F9	431844
B96D51610545CB116BF8A0564026E1198C7D075BB81B87548852B96D900F7EBF	1891685
B9F6214F86FB94E760FECD81EFA65E1A75C84EF5954A7F97A3E8D5070BAA792C	4142809
BA055FEB6E7068EF3C1DD797BDC627C3BEE2E81746301DB25950FB36E4A7CBA6	3924059
BA2EC73B267C9982356998A7742B48017291D5C86A561BC9A9333B4EFEE1E156	24915071
BBB7EC0D602A948367B1266F472585BD4825B1C46F0C729F837439F1B05D46F4	1170273
BFB61232E3F2730B4353E1F34A29034CD2C73C11CE0516D1477A8B16A56D1F6D	3100727
C02F8FD03D4C6CD8DA6ED62A12377B674E832708BFCBDCC7A954B38EA2773871	2443681
C1430EA86663BA7202B9D61A0C15203DDA2FE991A2B8E48BD8A61F5236002380	1792420
C2604F93B1540FA1D416EA683A9EE1CB1E5259F032F8D5A39333B059A0E3F493	2289919
C268F233B9F425C2D1D407C4DB02735DE76D365C2343AB4E4CFC9598119C293F	67150311
C3FA247F1FB85E04F774AE773F21EDBA06225F91D31ACF16BD718FCF1DA4291F	42921964
C5145C3E45CC92481EF386738AA2226DAFA537565B792E3A44432683AD1A9BD9	43317083
C74ECE69E8DDE3A80908C9CF3A076391FFB0D6768CFD7A3E9025C39DB4EF2EB7	11135704
C7F9F075496713D3D13E92B482F9B686DA4CC90C4212131DDD388000DA43EEAC	597450
C95566025D366D714A255A37BEBB6085F8594DFBA48498357580F361ACD62D61	21993625
C97A4AD45ED5E929A42D927706D8EBE2256D13B93B3887D6D5BB3424DC2C961F	2905842
CB779A2B8E3AB3A1C5E10E5399EE32227BC37F0AF0748E10F0EB5F2317C9BF34	43060860
CC31AAD07F566070A6145C5F02F681F2A199E01FFB020149FE26DC15B2C55236	1332017
CCEBC176EDD02B31DD969EC30606836CA33068E197C4559B71F51AEC8A4A5ABE	3372164
CF77FEA0AE1B1D426BBFB8E3FF43ED67369C2E94A115623AA8CD52F4E1F159ED	1759748
D0207BD75B36169E26830E06B00FB0D7E051EA25AEC5C2147B1A5C0A9105CB70	9741319
D29EE16B9A812E1AF620A5FD39161E57B1A12B300D86249F5ED0E8377D78BD49	1321354
D32CFB730AA2807156CBD8E413852C40AE5090F25067F5FEF7132B6D017E6783	22108080
D5C659CD8F82FA806AE014D2B9E8CFFBDFD519586214D30C01197C60F1CA1F4A	25828119
D7DD383B2C395A5F3B9502EE8041EBD64D56003FED2CD2D1B4995EC2CB420DE6	2786577
D85B711AAF73DD84C0CBE2B065451F80E872F05FE4B2412D3D9EAE18B6EDF3B5	3653085
D865C68209B7A7B3ED3E97B4997F103A32AC549810B70BB4DA39CD62570E3EDE	19492893
DA3D28F1F03DF74B80D28E13E76B6398ECC0B9840CFEAE5D1D18747FA6E72686	2576184
DD7B9566038CD6EB66249BBD53F85CB55474B76FE94B80F6EA26450825877F4C	28901033
DE7F89289C5F2C06BDC7319D4D2D2823BC3F2F17B01A34F51C13B2B82E19F95F	5284359
DF3936B73A9EE0C2FEFFA742B5D9387ECA70F709EDC46A2452BF6A3EABF45283	4426747
DF564621982BBCE8077CAFFB6C103D820FCBA412F659C68E3A419A93120ADFE7	1714894
E0078EFD272F438F4789F0CDCE70F3CEF9AA8ABAAE05159E3EEB674D53C9ACEA	1334661
E156CF2BAAFEC3F1F9B4A43BC26EE31DED12742D92255E91638705CA9AA31BF5	18990987
E33CE196D05295E2A28BD76CC7CD09AE82879FB1C253E113FD69A115C643E22A	1339079
E4AC64D4C955AF7AAB320AB2003D3066B05CAEAF4A13454224FA2CC24A13B080	1514265
E54AD8F94CCC4C299F8A5CAF72E9A56C1A8F654F30136279AB13DC2C01C4247B	73128500
E5AC1878D39D9A1A82943B8EDD1670EA56E057EF3840BA1F9B6CD0B3022A6C23	457734
E6C32C1741D1B114E2898E14489B9CCFC9C33C331CA42DD4DC969B0C6C29DEB6	2425946
E7A1060E33AAA93E24C516F2B6070203E60244B89CBB64FFDB489BA78D9FA8B5	1032669
E9ACFE2A2261F4BD3D9039CB7669845599C5A137B59DCB103852A2978854AC66	29372820
EB9AD3FF9204A6AAB5C7AFABB3479E9631D1D391AD345EAB7F53A7977AF0A236	2118357
F41CE319C1BBDB89370C8917666A89F8185BFBAB97F621503908EF76F438DD03	15521430
F4E8E4F1CF9DD3323EAF73B5C05ED61302C4C871A92B0D63BF0CC8BE33E15730	2805581
